row_id,file,line_number,entry_type,speaker_clean,speaker_raw,original_jp,vietnamese,tag_codes,scene_type,notes
4572,H_rinko_R1.ks,585,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はぁ、あっ♡　出して…♡　[舜]くんのローションでドロドロにして…」[p],"Rinko「Hà, a♡ Bắn đi em...♡ Hãy làm cho chị dính nhem nhuốc bằng gel bôi trơn của Shun-kun đi...」[p]","[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4573,H_rinko_R1.ks,586,dialogue,日高 舜 (MC),[舜],[舜]「凛子さんのおねだり、エロ過ぎですって…！　ぶっかけますよ…あぁ、出る、イック…！」[p],"[舜]「Tiếng vòi vĩnh của chị Rinko, dâm quá rồi đấy...! Em bắn lên người chị đây... a, ra mất, ra...!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4574,H_rinko_R1.ks,600,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あぁぁっ♡　あっ、あぁぁっ…すごい飛んじゃったね…たくさん我慢してたんだ？」[p],"Rinko「Aaa♡ A, aaaa... bắn xa quá nhỉ... em nhịn nhiều lắm rồi sao?」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4575,H_rinko_R1.ks,601,dialogue,日高 舜 (MC),[舜],[舜]「凛子さん、精子まみれになって…めちゃくちゃエロいんですけど…」[p],"[舜]「Chị Rinko, dính đầy tinh dịch thế này... trông dâm đãng vô cùng luôn đấy...」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4576,H_rinko_R1.ks,602,dialogue,成瀬 凛子 (Rinko),凛子,凛子「も～、これだけでおちんちんまた反応しちゃったの？　もう充分出したでしょう？」[p],"Rinko「Thật là, chỉ thế này thôi mà con cu lại phản ứng rồi sao? Em đã bắn đủ nhiều rồi mà?」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4577,H_rinko_R1.ks,616,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ん゛ん゛っ♡　うぅっ♡　はっ…はっ…♡　いっぱい出ちゃったね…あぁ、精液まみれ…」[p],"Rinko「Ưm♡ Ư♡ Hà... hà...♡ Bắn ra nhiều quá nhỉ... a, dính đầy tinh dịch rồi...」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4578,H_rinko_R1.ks,617,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ローションの上からかかって、混ざり合っちゃってる…♡　シーツにこぼれちゃう♡」[p],"Rinko「Bắn đè lên cả gel bôi trơn, rồi hòa quyện vào nhau mất rồi...♡ Trào ra cả ga giường mất♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4579,H_rinko_R1.ks,618,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あとでしっかり掃除しなくっちゃ…♡　[舜]くんにも手伝ってもらうからね？」[p],Rinko「Lát nữa phải dọn dẹp đàng hoàng mới được...♡ Shun-kun cũng phải giúp chị một tay đấy nhé?」[p],"[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4580,H_rinko_R1.ks,628,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ん、くぅっ…パンパンに膨らんでるっ♡　奥まで届いて…もうイッちゃう♡」[p],"Rinko「Ưm, khốn... đang căng phồng lên kìa♡ Chạm đến tận sâu bên trong rồi... chị lên đỉnh mất thôi♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4581,H_rinko_R1.ks,629,dialogue,日高 舜 (MC),[舜],[舜]「ぐぅぅっ、はぁ、はっ…締まるっ…！　もう限界です…出していいですか…！」[p],"[舜]「Guu, hà, hà... thít chặt quá...! Em đến giới hạn rồi... bắn được không...!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4582,H_rinko_R1.ks,630,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あっ♡　あぅっ♡　んんっ…♡　えっ…待って…この体勢でどこに──」[p],Rinko「A♡ Au♡ Ưm...♡ Hả... khoan đã... với tư thế này thì định bắn vào đâu──」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4583,H_rinko_R1.ks,631,dialogue,日高 舜 (MC),[舜],[舜]「中に注ぎ込むに決まってるじゃないですか…！」[p],[舜]「Tất nhiên là rót vào trong rồi còn gì...!」[p],"[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4584,H_rinko_R1.ks,632,dialogue,成瀬 凛子 (Rinko),凛子,凛子「えっ…ま、待ってっ…こんな深くまで入って中に出されたらっ…子宮に直接注がれちゃう♡」[p],Rinko「Hả... kh-khoan đã... vào sâu thế này mà bắn vào trong thì... sẽ rót thẳng vào tử cung mất♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4585,H_rinko_R1.ks,633,dialogue,日高 舜 (MC),[舜],[舜]「それ最高ですね。１番奥で出しますよ！　出る…！　イク、イクイクイクっ！　あぁぁぁぁっ！」[p],"[舜]「Thế thì tuyệt quá còn gì. Em bắn ở tận sâu bên trong nhé! Ra đây...! Ra, ra, ra, ra mất! Aaaa!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4586,H_rinko_R1.ks,661,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ひぅぅぅっ♡　あっ♡　あぁぁっ♡　奥…注ぎ込まれてるっ…すっごく熱いの♡」[p],Rinko「Hiu♡ A♡ Aaaa♡ Tận sâu bên trong... đang bị rót vào kìa... nóng quá đi♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4587,H_rinko_R1.ks,662,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はーっ♡　はーっ♡　んん、くぅぅっ♡　直接、トクトクって…中に入ってるの♡」[p],"Rinko「Hà♡ Hà♡ Ưm, khốn♡ Đang phọt từng luồng... trực tiếp vào bên trong kìa♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4588,H_rinko_R1.ks,663,dialogue,成瀬 凛子 (Rinko),凛子,凛子「[舜]くんも気持ちよくなってくれて嬉しい…♡　たくさん出たね…♡」[p],Rinko「Shun-kun cũng được sướng là chị vui rồi...♡ Em bắn ra nhiều thật đấy...♡」[p],"[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4589,H_rinko_R1.ks,676,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あ゛あ゛っ♡　んぅぅっ♡　はぁ、あっ♡　すごい、[舜]くんで中いっぱいになっちゃった♡」[p],"Rinko「Aaa♡ Ưm♡ Hà, a♡ Tuyệt quá, bên trong đầy ứ đồ của Shun-kun mất rồi♡」[p]","[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4590,H_rinko_R1.ks,677,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はーっ♡　はーっ♡　はーっ♡　溢れちゃいそう…ローションより熱々トロトロ…」[p],Rinko「Hà♡ Hà♡ Hà♡ Trào ra mất thôi... còn nóng hổi sền sệt hơn cả gel bôi trơn nữa...」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4591,H_rinko_R1.ks,678,dialogue,成瀬 凛子 (Rinko),凛子,凛子「動いたら溢れちゃいそう…んんっ♡　もう入りきらないよ…♡　だめ、こぼれちゃう…♡」[p],"Rinko「Cử động là trào ra mất... ưm♡ Không chứa nổi nữa đâu...♡ Không được rồi, trào ra mất...♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4592,H_rinko_R1_2.ks,38,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r_rinko_kaisi1.mp3"" buf=""3""]凛子「待って、私…こんな格好でするの…？　恥ずかしいよ…」[p]","[playse storage=""rinko/voice_r_rinko_kaisi1.mp3"" buf=""3""]Rinko「Khoan đã, chị... phải làm với tư thế này sao...? Xấu hổ lắm...」[p]","[playse storage=""rinko/voice_r_rinko_kaisi1.mp3"" buf=""3""], [p]",18+_HScene,Có tag [p] chuyển trang
4593,H_rinko_R1_2.ks,338,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r1_2_rinko_sou1.mp3"" buf=""3""]凛子「あっ♡　はぁんっ♡　マッサージしながら[舜]くんもビンビンになっちゃったんだね♡」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou1.mp3"" buf=""3""]Rinko「A♡ Haan♡ Vừa massage mà Shun-kun cũng cứng ngắc lên rồi nhỉ♡」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou1.mp3"" buf=""3""], [舜], [p]",18+_HScene,Có tag [p] chuyển trang
4594,H_rinko_R1_2.ks,339,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r1_2_rinko_sou2.mp3"" buf=""3""]凛子「きて？　今度は体の内側もマッサージしてくれるんでしょう？」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou2.mp3"" buf=""3""]Rinko「Nhanh lên nào? Lần này em cũng sẽ massage cả bên trong cơ thể chị mà đúng không?」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou2.mp3"" buf=""3""], [p]",18+_HScene,Có tag [p] chuyển trang
4595,H_rinko_R1_2.ks,340,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r1_2_rinko_sou3.mp3"" buf=""3""]凛子「ローションはいらないから…そのまま奥まで挿れてくれていいの。頂戴♡」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou3.mp3"" buf=""3""]Rinko「Không cần gel bôi trơn đâu... em cứ thế đút thẳng vào tận sâu bên trong cũng được. Cho chị đi♡」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou3.mp3"" buf=""3""], [p]",18+_HScene,Có tag [p] chuyển trang
4596,H_rinko_R1_2.ks,341,dialogue,日高 舜 (MC),[舜],[舜]「じゃあ今度は体の奥までチンポマッサージしましょうね…挿れますよ…くっ、んんんっ！」[p],"[舜]「Vậy thì lần này em sẽ dùng con cu để massage tận sâu bên trong nhé... đút vào đây... khốn, ưmmm!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4597,H_rinko_R1_2.ks,342,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r1_2_rinko_sou4.mp3"" buf=""3""]凛子「んあぁぁぁ♡　深いっ…♡　滑って奥まで…きちゃってる…あぁぁぁっ♡」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou4.mp3"" buf=""3""]Rinko「Ưmaaaa♡ Sâu quá...♡ Trượt thẳng vào tận sâu bên trong... mất rồi... aaaa♡」[p]","[playse storage=""rinko/voice_r1_2_rinko_sou4.mp3"" buf=""3""], [p]",18+_HScene,Có tag [p] chuyển trang
4598,H_rinko_R1_2.ks,578,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ひう゛っ♡　ん゛ん゛っ♡　もうイク…イッちゃうぅぅっ♡　マッサージで気持ちよくなっちゃうの♡」[p],Rinko「Hiu♡ Ưm♡ Sắp ra... chị lên đỉnh mất thôiii♡ Được massage làm chị sướng quá đi♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4599,H_rinko_R1_2.ks,579,dialogue,日高 舜 (MC),[舜],[舜]「俺も…もう出そうです…最後の仕上げですよ…！　凛子さんの体、保湿してあげますから…！」[p],[舜]「Em cũng... sắp ra rồi đây... bước hoàn thiện cuối cùng nhé...! Em sẽ dưỡng ẩm cho cơ thể chị Rinko mà...!」[p],"[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4600,H_rinko_R1_2.ks,580,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あっ♡　あぁっ♡　ビクビクって跳ねてる…！　出して…全部頂戴♡」[p],Rinko「A♡ A♡ Đang giật nảy lên kìa...! Bắn đi em... cho chị tất cả đi♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4601,H_rinko_R1_2.ks,581,dialogue,日高 舜 (MC),[舜],[舜]「くっ…んんっ！　はぁ、あぁっ、凛子さんの体にぶちまけるの…興奮する…！」[p],"[舜]「Khốn... ưm! Hà, a, bắn lên cơ thể chị Rinko... kích thích quá...!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4602,H_rinko_R1_2.ks,582,dialogue,日高 舜 (MC),[舜],[舜]「あぁ、出る…！　凛子さん…俺のことだけ、考えてくださいっ！　あっ、あぁぁぁっ！」[p],"[舜]「A, sắp ra rồi...! Chị Rinko... chỉ được nghĩ đến em thôi đấy! A, aaaa!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4603,H_rinko_R1_2.ks,596,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ひああぁっ♡　んぅっ♡　あぁぁっ♡　あったかい…精液、たっぷりかかっちゃったぁ♡」[p],"Rinko「Hiaaa♡ Ưm♡ Aaaa♡ Ấm quá... tinh dịch, bắn đầy lên người rồi♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4604,H_rinko_R1_2.ks,597,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はーっ…はーっ…♡　ローションよりすっごく濃くて熱々なんだね…」[p],Rinko「Hà... hà...♡ Còn đặc và nóng hổi hơn cả gel bôi trơn nữa nhỉ...」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4605,H_rinko_R1_2.ks,598,dialogue,成瀬 凛子 (Rinko),凛子,凛子「それにすっごい匂い…たくさん出ちゃったね。んんっ…頭の中まで痺れちゃう…♡」[p],Rinko「Hơn nữa mùi còn nồng nặc quá... em bắn ra nhiều thật đấy. Ưm... tê dại đến tận óc mất thôi...♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4606,H_rinko_R1_2.ks,612,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あ゛あ゛あ゛っ♡　熱々の精液…お腹の上いっぱい溜まっちゃってる…♡　すっごく濃いの♡」[p],Rinko「Aaaa♡ Tinh dịch nóng hổi... đọng đầy trên bụng rồi này...♡ Đặc sệt luôn đấy♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4607,H_rinko_R1_2.ks,613,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ふーっ♡　ふーっ♡　ん、肌に塗り込んだら[舜]くんの匂いが体いついちゃいそう…♡」[p],"Rinko「Phù♡ Phù♡ Ưm, nếu thoa lên da thì chắc mùi của Shun-kun sẽ bám chặt lấy cơ thể mất...♡」[p]","[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4608,H_rinko_R1_2.ks,614,dialogue,成瀬 凛子 (Rinko),凛子,凛子「これが[舜]くんのオリジナルマッサージの仕上げなんだね…♡　すっごくエッチだね…♡」[p],Rinko「Đây là bước hoàn thiện trong bài massage độc quyền của Shun-kun nhỉ...♡ Dâm đãng quá đi...♡」[p],"[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4609,H_rinko_R1_2.ks,624,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あ゛あ゛っ♡　なんにも考えられなくなる…♡　[舜]くんのマッサージ、好きぃっ♡」[p],Rinko「Aaa♡ Chị chẳng còn nghĩ được gì nữa...♡ Chị thích bài massage của Shun-kun lắm♡」[p],"[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4610,H_rinko_R1_2.ks,625,dialogue,日高 舜 (MC),[舜],[舜]「くっ…あぁっ！　ヤバ、俺まで気持ちよくなっちゃいましたよ凛子さん…出ちゃいそ…」[p],"[舜]「Khốn... a! Chết tiệt, đến cả em cũng thấy sướng mất rồi chị Rinko ơi... sắp ra mất...」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4611,H_rinko_R1_2.ks,626,dialogue,成瀬 凛子 (Rinko),凛子,凛子「はぁっ♡　あっ♡　私もイッちゃう…！」[p],Rinko「Hà♡ A♡ Chị cũng lên đỉnh mất...!」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4612,H_rinko_R1_2.ks,627,dialogue,日高 舜 (MC),[舜],[舜]「特別ローション使ってのマッサージですからね…！　あぁ、出るっ！　イクイクっ！　中に出しますよ！」[p],"[舜]「Massage bằng loại gel bôi trơn đặc biệt mà lị...! A, ra mất! Ra, ra mất! Em bắn vào trong nhé!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4613,H_rinko_R1_2.ks,655,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ひっぐぅぅっ♡　あぁ、すごい…[舜]くんのおちんちん、ビクビクって跳ねてるっ…♡」[p],"Rinko「Hức♡ A, tuyệt quá... con cu của Shun-kun, đang giật nảy lên kìa...♡」[p]","[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4614,H_rinko_R1_2.ks,656,dialogue,成瀬 凛子 (Rinko),凛子,凛子「奥までヌルヌルになっちゃったぁ…♡　はぁ、あっ…熱くて濃いの出たもんね？」[p],"Rinko「Tận sâu bên trong ướt nhẹp hết cả rồi...♡ Hà, a... em bắn ra thứ đặc sệt nóng hổi mà nhỉ?」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4615,H_rinko_R1_2.ks,657,dialogue,成瀬 凛子 (Rinko),凛子,凛子「全部中で受け止めちゃったよ…♡　ん、はぁ、動いたら…とろんって溢れちゃいそう♡」[p],"Rinko「Chị đã đón nhận tất cả ở bên trong rồi...♡ Ưm, hà, nếu cử động... thì trào ra mất thôi♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4616,H_rinko_R1_2.ks,670,dialogue,成瀬 凛子 (Rinko),凛子,凛子「ん゛あ゛あ゛っ♡　１番奥まで…注ぎ込まれちゃったぁ…♡　中、ビクビクしてるっ♡」[p],"Rinko「Ưmaaa♡ Đến tận sâu nhất bên trong... bị rót đầy mất rồi...♡ Bên trong, đang giật giật liên hồi♡」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4617,H_rinko_R1_2.ks,671,dialogue,凜子,凜子,凜子「ひぅっ、おっ　おおっ♡　くぅぅっ…すっごい量♡　お腹タプタプになっちゃった…」[p],"Rinko「Hiu, o, oo♡ Khốn... lượng nhiều quá♡ Bụng đầy ứ ự mất rồi...」[p]",[p],18+_HScene,Có tag [p] chuyển trang
4618,H_rinko_R1_2.ks,672,dialogue,成瀬 凛子 (Rinko),凛子,凛子「腰ぴったりくっつけて出されちゃって…♡　赤ちゃんできちゃったらどうしよう…♡」[p],Rinko「Ép sát hông vào rồi bắn thế này...♡ Nhỡ có em bé thì phải làm sao đây...♡」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4619,H_rinko_R2.ks,44,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r_rinko_kaisi2.mp3"" buf=""3""]凛子「私がＭだなんて…年下の[舜]くんにわからせられちゃうの…？　恥ずかしいよ…」[p]","[playse storage=""rinko/voice_r_rinko_kaisi2.mp3"" buf=""3""]Rinko「Chị mà lại là M sao... bị Shun-kun nhỏ tuổi hơn dạy dỗ cho thế này...? Xấu hổ lắm...」[p]","[playse storage=""rinko/voice_r_rinko_kaisi2.mp3"" buf=""3""], [舜], [p]",18+_HScene,Có tag [p] chuyển trang
4620,H_rinko_R2.ks,346,dialogue,日高 舜 (MC),[舜],[舜]「挿れる瞬間、自分がどんな顔になってるのか見ててよ。見たことないでしょ？」[p],"[舜]「Lúc em đút vào, chị hãy nhìn xem mình đang làm vẻ mặt gì nhé. Chị chưa thấy bao giờ đúng không?」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4621,H_rinko_R2.ks,347,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r2_1_rinko_sou1.mp3"" buf=""3""]凛子「見たことないけど…恥ずかしいよ[舜]くん…見てられないかも」[p]","[playse storage=""rinko/voice_r2_1_rinko_sou1.mp3"" buf=""3""]Rinko「Chưa thấy bao giờ nhưng mà... xấu hổ lắm Shun-kun... chắc chị không dám nhìn đâu.」[p]","[playse storage=""rinko/voice_r2_1_rinko_sou1.mp3"" buf=""3""], [舜], [p]",18+_HScene,Có tag [p] chuyển trang
4622,H_rinko_R2.ks,348,dialogue,日高 舜 (MC),[舜],[舜]「大丈夫、めちゃくちゃエロいから。ほら、前向いて…いくよ…んっ…くぅぅっ！」[p],"[舜]「Không sao đâu, trông dâm đãng vô cùng luôn đấy. Nào, nhìn về phía trước đi... vào đây... ưm... khốn!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4623,H_rinko_R2.ks,349,dialogue,Dẫn chuyện,,"[playse storage=""rinko/voice_r2_1_rinko_sou2.mp3"" buf=""3""]凛子「あっ…あぁぁぁっ♡　おっきいっ…♡　一気に奥まで…届いちゃってるっ♡」[p]","[playse storage=""rinko/voice_r2_1_rinko_sou2.mp3"" buf=""3""]Rinko「A... aaaa♡ To quá...♡ Một mạch... chạm đến tận sâu bên trong rồi♡」[p]","[playse storage=""rinko/voice_r2_1_rinko_sou2.mp3"" buf=""3""], [p]",18+_HScene,Có tag [p] chuyển trang
4624,H_rinko_R2.ks,585,dialogue,日高 舜 (MC),[舜],[舜]「あーもう出る…！　ぶっかけていいんでしょ？　熱々精子、体で受け止めてよ」[p],"[舜]「A, sắp ra rồi...! Em bắn lên người chị được đúng không? Tinh dịch nóng hổi, hãy đón nhận bằng cơ thể đi.」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4625,H_rinko_R2.ks,586,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あ、こんなところでかけちゃだめだよっ…！　床まで垂れちゃうから…」[p],"Rinko「A, không được bắn ở chỗ thế này đâu...! Sẽ nhỏ giọt xuống sàn mất...」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4626,H_rinko_R2.ks,587,dialogue,日高 舜 (MC),[舜],[舜]「もうとっくに床グチャグチャになってるでしょ…凛子さんと俺の体液、こぼれてるんだから…！」[p],"[舜]「Sàn nhà đã dính nhem nhuốc từ lâu rồi còn gì... thể dịch của chị Rinko và em, trào hết cả ra rồi mà...!」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4627,H_rinko_R2.ks,588,dialogue,成瀬 凛子 (Rinko),凛子,凛子「んっ♡　あぁっ…だ、だって…気持ちよくなっちゃう、から…！」[p],"Rinko「Ưm♡ A... t-tại vì... sướng quá, mà...!」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4628,H_rinko_R2.ks,589,dialogue,日高 舜 (MC),[舜],[舜]「くっ…出る…体にぶっかけてあげるからね凛子さん…！」[p],[舜]「Khốn... ra đây... em sẽ bắn lên người chị đấy chị Rinko...!」[p],"[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4629,H_rinko_R2.ks,603,dialogue,成瀬 凛子 (Rinko),凛子,凛子「あっ♡　あ゛あ゛っ♡　くぅぅ♡　あっついのかかっちゃった…♡　トロトロなの…」[p],Rinko「A♡ Aaa♡ Khốn♡ Thứ nóng hổi bắn lên người rồi...♡ Sền sệt quá...」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4630,H_rinko_R2.ks,604,dialogue,日高 舜 (MC),[舜],[舜]「あーあ、床にこぼれちゃった…あとで掃除しなきゃダメだね？」[p],"[舜]「A chà, trào xuống sàn mất rồi... lát nữa phải dọn dẹp mới được nhỉ?」[p]","[舜], [p]",18+_HScene,Có tag [p] chuyển trang
4631,H_rinko_R2.ks,605,dialogue,成瀬 凛子 (Rinko),凛子,凛子「んんっ♡　そうだよ…♡　でもまずはシャワー浴びなくちゃ…全部流してからお掃除だね」[p],Rinko「Ưm♡ Đúng vậy đấy...♡ Nhưng trước tiên phải tắm vòi sen đã... xả sạch hết rồi mới dọn dẹp nhé.」[p],[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4632,H_rinko_R2.ks,619,dialogue,成瀬 凛子 (Rinko),凛子,凛子「お゛お゛っ♡　んんっ♡　嘘、すごい量っ…♡　こんなに出ちゃうほど我慢してたの？」[p],"Rinko「Oo♡ Ưm♡ Đùa chứ, lượng nhiều quá...♡ Em nhịn đến mức bắn ra nhiều thế này cơ à?」[p]",[p],18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
4633,H_rinko_R2.ks,620,dialogue,成瀬 凛子 (Rinko),凛子,凛子「お湯かかっちゃったみたいに、すっごく熱くなってる…♡　これ全部[舜]くんの精液なんだね」[p],"Rinko「Cứ như bị dội nước sôi ấy, nóng ran lên rồi...♡ Đống này toàn là tinh dịch của Shun-kun nhỉ.」[p]","[舜], [p]",18+_HScene,"Mẹ Rinko cảnh 18+: dâm đãng, tội lỗi, xưng em - anh (hoặc chị - em) | Có tag [p] chuyển trang"
